inst#,actual,predicted,error,commodity_name
531,171.5,173.532,2.032,'Soybean Oil(loose)'
532,169,173.894,4.894,'Soybean Oil(loose)'
533,173.5,175.551,2.051,'Soybean Oil(loose)'
534,182.5,185.052,2.552,'Soybean Oil(loose)'
535,51,55.821,4.821,'Ata (Packet)'
536,57.5,57.095,-0.405,'Ata (Packet)'
537,52.5,54.537,2.037,'Ata (Packet)'
538,49,52.911,3.911,'Ata (Packet)'
539,55,57.617,2.617,'Ata (Packet)'
540,44,45.177,1.177,'Ata (loose) - White'
541,46.667,45.682,-0.985,'Ata (loose) - White'
542,44.5,41.4,-3.1,'Ata (loose) - White'
543,47,44.978,-2.022,'Ata (loose) - White'
544,44,44.547,0.547,'Ata (loose) - White'
545,46,46.159,0.159,'Ata (loose) - White'
546,770,763.165,-6.835,Beef
547,728.333,743.044,14.71,Beef
548,745,746.06,1.06,Beef
549,720,734.334,14.334,Beef
550,710,720.559,10.559,Beef
551,735,754.378,19.378,Beef
552,173.75,165.839,-7.911,'Broiler chicken'
553,175,170.768,-4.232,'Broiler chicken'
554,162.5,162.345,-0.155,'Broiler chicken'
555,167.5,168.809,1.309,'Broiler chicken'
556,177.5,171.405,-6.095,'Broiler chicken'
557,160,166.799,6.799,'Broiler chicken'
558,48,44.109,-3.891,'Egg Farm-Red'
559,48.5,45.461,-3.039,'Egg Farm-Red'
560,44.5,41.266,-3.234,'Egg Farm-Red'
561,45,42.381,-2.619,'Egg Farm-Red'
562,44.5,43.578,-0.922,'Egg Farm-Red'
563,49,45.2,-3.8,'Egg Farm-Red'
564,145,166.859,21.859,'Garlic (Imported)'
565,155,171.87,16.87,'Garlic (Imported)'
566,125,157.71,32.71,'Garlic (Imported)'
567,150,165.484,15.484,'Garlic (Imported)'
568,205,192.746,-12.254,'Garlic (Imported)'
569,140,155.113,15.113,'Garlic (Imported)'
570,102.5,106.934,4.434,'Garlic (local) - Big Size'
571,115.833,105.371,-10.462,'Garlic (local) - Big Size'
572,95,96.045,1.045,'Garlic (local) - Big Size'
573,105,98.125,-6.875,'Garlic (local) - Big Size'
574,110,101.407,-8.593,'Garlic (local) - Big Size'
